id,name,role,level,domain,profession,skills,goal,language,format
mentee_20109fef,Дмитрий Зайцев,mentee,junior,Blockchain,Web3 Engineer,,,,
mentee_80acdb65,Тимур Егоров,mentee,junior,Frontend,Frontend Developer,next.js; javascript; angular; tailwind; css; kubernetes,Освоить новый стек,ru,offline
mentee_e4862424,Денис Степанов,mentee,middle,Mobile,iOS Developer,ui/ux; firebase; swift; android studio; objective-c,Вырасти до Senior,ru+en,offline
mentee_336c0a1f,Михаил Фёдоров,mentee,junior,Frontend,React Developer,,Сменить специальность,ru,
mentee_bbc0afc7,Светлана Семёнов,mentee,middle,Product Analytics,CRM Analyst,,,ru,hybrid
mentee_a568dc60,Валерия Егоров,mentee,middle,Mobile,Mobile Architect,flutter; git; firebase; swift; kotlin; react native,Пройти сертификацию,en,online
mentee_bfb7806b,Антон Смирнов,mentee,senior,Product Analytics,Growth Analyst,python; looker; amplitude; sql; tableau; google analytics; vue,Перейти в другую компанию,ru,hybrid
mentee_89994d30,Михаил Новиков,mentee,junior,DevOps,Infrastructure Engineer,grafana; azure; docker; aws,Улучшить soft skills,ru,online
mentee_ac3f2def,Елена Борисов,mentee,middle,QA,Manual Tester,,Вырасти до Senior,ru+en,offline
mentee_71eb029f,Павел Орлов,mentee,junior,QA,QA Lead,postman; sql; api testing; jmeter; unity,Вырасти до Lead/Principal,ru,hybrid
mentee_4a4f9898,Михаил Фёдоров,mentee,middle,Backend,Python Developer,rest api; redis; java; python; go; microservices; postgresql,Вырасти до Senior,ru,online
mentee_68eed6e7,Михаил Петров,mentee,middle,DevOps,Infrastructure Engineer,bash; aws; gcp; docker; github actions; helm; ansible; terraform,Освоить новый стек,en,online
mentee_9fd10087,Елена Захаров,mentee,junior,Frontend,TypeScript Developer,,,,
mentee_cb90a93c,Кирилл Борисов,mentee,junior,QA,QA Engineer,,Вырасти до Senior,ru,
mentee_7839ac1c,Татьяна Петров,mentee,middle,QA,SDET,test planning; jira; sql; api testing; pytest,Вырасти до Senior,en,online
mentee_71d2ac7e,Алина Петров,mentee,junior,Mobile,Mobile Architect,firebase; ui/ux,Вырасти до Lead/Principal,en,online
mentee_53737b85,Артём Козлов,mentee,middle,Frontend,Vue Developer,html; webpack; css; typescript; next.js; graphql; react,,ru,offline
mentee_35d22342,Антон Борисов,mentee,senior,Mobile,Kotlin Developer,firebase; java; swift; rest api; react native; kotlin; android studio,Перейти в другую компанию,ru,hybrid
mentee_bb4d2ab5,Екатерина Волков,mentee,junior,Game Development,Unity Developer,physics simulation; git; lua,Улучшить soft skills,ru,online
mentee_2b042de3,Татьяна Смирнов,mentee,junior,Blockchain,Web3 Engineer,solidity; ethers.js,Освоить облачные технологии,ru+en,online
mentee_daf4427d,Елена Егоров,mentee,junior,QA,QA Lead,api testing; postman,Сменить специальность,ru+en,online
mentee_4d6958a1,Денис Фёдоров,mentee,junior,Frontend,Angular Developer,,Освоить облачные технологии,en,
mentee_8a8046c1,Наталья Андреев,mentee,junior,Blockchain,Smart Contract Developer,typescript; ethereum; hardhat; python; smart contracts,Освоить облачные технологии,en,offline
mentee_9738e421,Татьяна Алексеев,mentee,junior,DevOps,Kubernetes Engineer,terraform; grafana; jenkins; c#,Начать карьеру в IT,ru+en,online
mentee_5b7dd1bc,Виктория Кузнецов,mentee,senior,Mobile,Mobile Architect,swift; ui/ux; git; java; objective-c; flutter; rest api; xcode; kotlin; android studio,Вырасти до Lead/Principal,ru,hybrid
mentee_30fadb99,Егор Николаев,mentee,middle,Mobile,Kotlin Developer,flutter; firebase; rest api; react native; java; android studio,Разобраться с архитектурой,,online
mentee_16a1b7ae,Кирилл Михайлов,mentee,junior,Frontend,Frontend Developer,html; javascript; typescript,Освоить новый стек,ru,hybrid
mentee_5782076a,Анна Макаров,mentee,junior,Product Analytics,Marketing Analyst,tableau; python; power bi; sql; mixpanel,Начать карьеру в IT,ru+en,hybrid
mentee_13bb7c70,Полина Соловьёв,mentee,middle,Backend,Database Engineer,grpc; postgresql; kafka; microservices,Улучшить soft skills,,online
mentee_4ec03517,Анна Павлов,mentee,junior,Cybersecurity,AppSec Engineer,,,,
mentee_451f88e5,Алексей Никитин,mentee,junior,Frontend,Angular Developer,,,ru,online
mentee_0f9d16f7,Иван Захаров,mentee,junior,Cybersecurity,AppSec Engineer,wireshark; metasploit; owasp; linux; network security; excel,,ru+en,hybrid
mentee_bb55f27b,Вера Кузнецов,mentee,middle,Mobile,Flutter Developer,firebase; java; ui/ux; rest api; objective-c; swift; android studio; kotlin; mixpanel,Подготовиться к интервью в FAANG,ru,online
mentee_935a3206,Александр Никитин,mentee,middle,Backend,Systems Architect,,,,
mentee_3ef24694,Виктория Васильев,mentee,junior,Cybersecurity,Penetration Tester,,Научиться менеджменту в IT,ru,online
mentee_f724fea2,Наталья Петров,mentee,junior,Cybersecurity,Malware Analyst,burp suite; nmap; python; microservices,Разобраться с архитектурой,en,hybrid
mentee_a63faca5,Надежда Иванов,mentee,junior,Game Development,Game Developer,blender; game design; c++; kotlin,Перейти в ML/Data Science,en,online
mentee_653348fd,Александр Павлов,mentee,junior,DevOps,Kubernetes Engineer,ansible; terraform; gcp; android studio,Сменить специальность,en,online
mentee_2e53e306,Алексей Андреев,mentee,senior,Mobile,Swift Developer,react native; kotlin; rest api; objective-c; git; java; ui/ux; android studio,Подготовиться к интервью в FAANG,ru,online
mentee_53b88bbc,Татьяна Орлов,mentee,junior,Cybersecurity,Incident Response Analyst,linux; python; burp suite,Научиться менеджменту в IT,ru,hybrid
mentee_75624151,Арсений Васильев,mentee,middle,Frontend,Frontend Developer,graphql; figma; angular; html; vite; javascript; typescript; tailwind,Разобраться с системным дизайном,ru,offline
mentee_6f4adb77,Андрей Волков,mentee,junior,Backend,Software Engineer,kubernetes; mongodb; node.js; java,Разобраться с системным дизайном,ru,online
mentee_be2fc852,Екатерина Зайцев,mentee,junior,DevOps,Platform Engineer,aws; gcp; prometheus,Научиться менеджменту в IT,ru,online
mentee_f07f7f95,Дмитрий Егоров,mentee,middle,Mobile,Flutter Developer,firebase; rest api; kotlin; flutter; objective-c,Освоить облачные технологии,,online
mentee_b1877b9f,Андрей Попов,mentee,middle,Mobile,Android Developer,git; ui/ux; xcode; swift; firebase; objective-c; react native; excel,Вырасти до Lead/Principal,ru+en,online
mentee_8b6d0841,Мария Орлов,mentee,middle,Frontend,Web Developer,webpack; vite; graphql; tailwind; html; css; next.js,Подготовиться к интервью в FAANG,,
mentee_b3b61669,Кирилл Михайлов,mentee,junior,Backend,API Developer,kafka; postgresql,Перейти в ML/Data Science,ru,hybrid
mentee_a9ae4894,Елена Смирнов,mentee,junior,Cybersecurity,Malware Analyst,,Сменить специальность,ru,
mentee_42bf8758,Ксения Лебедев,mentee,junior,QA,Performance Tester,api testing; cypress; html,,ru+en,hybrid
mentee_1df6c65c,Иван Соколов,mentee,middle,QA,Test Automation Engineer,appium; test planning; allure; postman; python; api testing; pytest; selenium,Вырасти до Lead/Principal,ru,hybrid
mentee_3829253f,Алексей Волков,mentee,junior,DevOps,CI/CD Engineer,linux; helm; kubernetes; grafana,Начать карьеру в IT,ru,online
mentee_9313b3e1,Надежда Васильев,mentee,junior,QA,QA Lead,appium; git; test planning,Подготовиться к интервью в FAANG,ru,offline
mentee_1cf61fcb,Мария Кузнецов,mentee,junior,QA,Test Automation Engineer,allure; pytest; jira; appium; jmeter,Разобраться с системным дизайном,ru,online
mentee_28648c71,Иван Лебедев,mentee,senior,Blockchain,Web3 Engineer,ethereum; hardhat; smart contracts; typescript; ethers.js; python; nft; defi; rust; solidity,Перейти в ML/Data Science,ru,offline
mentee_64dcc372,Елена Попов,mentee,middle,Game Development,Unreal Engine Developer,,,,
mentee_044f5fa9,Тамара Фёдоров,mentee,junior,DevOps,Kubernetes Engineer,kubernetes; jenkins; linux,Подготовиться к интервью в FAANG,ru,online
mentee_cf8ef08f,Тимур Васильев,mentee,junior,Data Science,Computer Vision Engineer,numpy; airflow; pytorch; spark,Подготовиться к интервью в FAANG,ru,hybrid
mentee_6ec711f9,Дмитрий Соколов,mentee,junior,Product Analytics,A/B Test Specialist,mixpanel; excel; power bi; a/b testing,Начать карьеру в IT,en,online
mentee_74f9f2af,Владимир Морозов,mentee,junior,Product Analytics,Web Analyst,looker; sql,Научиться менеджменту в IT,en,online
mentee_86b45427,Максим Новиков,mentee,middle,Backend,Systems Architect,,,ru+en,online
mentee_f3e174ea,Артём Егоров,mentee,junior,Data Science,MLOps Engineer,,,,
mentee_7d02a0cb,Вера Васильев,mentee,junior,Frontend,Web Developer,,Освоить новый стек,ru,hybrid
mentee_724ecf5b,Кирилл Смирнов,mentee,junior,Data Science,Data Scientist,,,,
mentee_2a94efdd,Ксения Петров,mentee,junior,Backend,Systems Architect,grpc; postgresql,Разобраться с системным дизайном,ru,online
mentee_3b55dce7,Кирилл Егоров,mentee,junior,Blockchain,Blockchain Developer,smart contracts; defi; ethereum; python,Освоить новый стек,,online
mentee_ed4f7c72,Светлана Козлов,mentee,junior,DevOps,CI/CD Engineer,prometheus; aws; github actions; kubernetes,Перейти в ML/Data Science,ru,online
mentee_a79146a6,Михаил Попов,mentee,junior,Data Science,Data Analyst,,,ru,online
mentee_5a84cc1c,Юлия Зайцев,mentee,middle,Cybersecurity,Malware Analyst,penetration testing; wireshark; linux; network security; metasploit; nmap; cryptography; siem,Разобраться с архитектурой,ru+en,hybrid
mentee_04d1d6c1,Михаил Захаров,mentee,junior,DevOps,CI/CD Engineer,kubernetes; azure; prometheus; terraform; helm,Перейти в другую компанию,ru,hybrid
mentee_ed22ea01,Максим Кузнецов,mentee,middle,QA,QA Lead,,,ru,online
mentee_c2b8ea46,Дмитрий Козлов,mentee,senior,Game Development,Game Developer,c#; c++; lua; python; game design; blender,Пройти сертификацию,ru,offline
mentee_706aa728,Павел Михайлов,mentee,middle,Mobile,React Native Developer,firebase; xcode; objective-c; kotlin; git; ui/ux,Сменить специальность,ru,hybrid
mentee_95b8ecbe,Вера Степанов,mentee,junior,Frontend,Web Developer,react; angular; javascript; tailwind; vue,Подготовиться к интервью в FAANG,ru+en,online
