id,name,role,level,domain,profession,skills,language,format,experience_years,available,hours_per_week,boosted,boost_k
mentor_e4a05777,Кирилл Орлов,mentor,lead,Game Development,Gameplay Programmer,unity; c++; python; physics simulation; lua; blender; opengl; unreal engine; git,ru,online,16,False,0,False,0.0
mentor_16923132,Арсений Петров,mentor,senior,Backend,API Developer,sql; kubernetes; grpc; node.js; go; docker; rest api; java; microservices; postgresql; kafka; mongodb,,,11,False,0,False,0.0
mentor_c9c3a476,Артём Смирнов,mentor,middle,Mobile,Swift Developer,flutter; firebase; rest api; git; ui/ux; objective-c,,online,5,True,6,False,0.0
mentor_b2221285,Иван Фёдоров,mentor,senior,Backend,Database Engineer,,ru+en,hybrid,5,True,4,False,0.0
mentor_f487724f,Юлия Макаров,mentor,senior,Data Science,Computer Vision Engineer,mlflow; python; sql; pytorch; statistics; scikit-learn; spark; tensorflow; pandas; R; docker; javascript,,online,8,True,8,False,0.0
mentor_beb81dc0,Павел Захаров,mentor,senior,QA,Test Analyst,python; jira; sql; cypress; allure; api testing; jmeter; postman; test planning; git,en,online,9,True,4,False,0.0
mentor_83867443,Ирина Морозов,mentor,middle,Data Science,Computer Vision Engineer,pytorch; numpy; spark; docker; pandas; scikit-learn; python; statistics; R,en,online,4,True,8,False,0.0
mentor_e1130f4f,Мария Петров,mentor,senior,Data Science,ML Engineer,docker; statistics; pandas; pytorch; python; scikit-learn; airflow; spark,,online,10,True,6,False,0.0
mentor_3853ab34,Полина Егоров,mentor,senior,Cybersecurity,Malware Analyst,owasp; network security; metasploit; penetration testing; siem; cryptography; burp suite; python; amplitude,ru,hybrid,12,False,0,False,0.0
mentor_89415c0e,Иван Фёдоров,mentor,lead,Product Analytics,Retention Analyst,,,,19,True,6,True,0.07
mentor_01222898,Михаил Захаров,mentor,middle,Cybersecurity,Incident Response Analyst,nmap; network security; owasp; linux; cryptography; burp suite; metasploit; python,ru,hybrid,2,True,2,False,0.0
mentor_0f25777b,Алексей Новиков,mentor,middle,Game Development,Unity Developer,blender; c++; python; lua; unreal engine; game design; physics simulation; c#; opengl,ru+en,hybrid,3,True,1,False,0.0
mentor_bfdb1bfc,Виктория Андреев,mentor,lead,Blockchain,Blockchain Developer,truffle; typescript; python; nft; rust; web3.js; defi; smart contracts; git,en,offline,18,False,0,False,0.0
mentor_f313baa5,Юлия Никитин,mentor,lead,Blockchain,Web3 Engineer,smart contracts; typescript; solidity; web3.js; python; ethers.js; ethereum; hardhat; rust; defi,en,hybrid,19,True,1,True,0.09
mentor_f2b0430b,Денис Андреев,mentor,middle,Frontend,TypeScript Developer,html; tailwind; next.js; javascript; angular; vite; graphql; vue,ru,hybrid,6,True,8,False,0.0
mentor_160f5ec8,Михаил Орлов,mentor,senior,QA,Manual Tester,api testing; allure; git; pytest; postman; selenium; test planning; cypress,ru,online,10,True,6,False,0.0
mentor_bf221d85,Наталья Семёнов,mentor,senior,Data Science,ML Engineer,kafka; statistics; scikit-learn; python; airflow; pandas; pytorch; numpy; sql; R; docker,en,online,6,True,6,False,0.0
mentor_63ed6af0,Екатерина Андреев,mentor,middle,Data Science,NLP Engineer,,ru+en,online,6,True,6,False,0.0
mentor_9f49876e,Арсений Иванов,mentor,senior,Data Science,Data Scientist,docker; python; kafka; airflow; pytorch; numpy; mlflow; sql; tensorflow; statistics; scikit-learn; hardhat,ru+en,online,12,True,5,False,0.0
mentor_dcb90d83,Людмила Никитин,mentor,senior,Cybersecurity,Incident Response Analyst,linux; cryptography; python; network security; owasp; nmap; burp suite; metasploit; c#,ru,offline,8,True,2,True,0.09
mentor_4bb3dc87,Алексей Лебедев,mentor,middle,Frontend,TypeScript Developer,tailwind; graphql; webpack; html; figma; vue; power bi,ru,hybrid,6,True,4,False,0.0
mentor_102e1efb,Надежда Макаров,mentor,senior,Backend,Database Engineer,postgresql; sql; python; rest api; node.js; mongodb; redis; kafka; microservices; kubernetes,en,offline,11,True,1,False,0.0
mentor_36b8d8b5,Наталья Захаров,mentor,middle,DevOps,DevOps Engineer,,ru,hybrid,4,True,3,True,0.15
mentor_b02d7aea,Полина Лебедев,mentor,lead,Data Science,ML Engineer,tensorflow; pandas; airflow; spark; statistics; numpy; mlflow; pytorch; kafka; sql; python; R; docker,,hybrid,16,True,8,False,0.0
mentor_b6b58bb7,Людмила Борисов,mentor,middle,Game Development,Unreal Engine Developer,blender; c++; git; opengl; lua; python; physics simulation; c#; game design,en,online,6,True,8,False,0.0
mentor_969228f9,Денис Васильев,mentor,middle,Backend,Software Engineer,docker; rest api; python; kafka; kubernetes,ru,online,4,True,3,False,0.0
mentor_fbfa84b0,Мария Борисов,mentor,middle,Game Development,Game Developer,,,,2,True,4,False,0.0
mentor_ad4603a3,Павел Козлов,mentor,middle,DevOps,SRE,grafana; linux; terraform; kubernetes; prometheus; github actions; bash; ansible; network security,ru,online,2,True,5,False,0.0
mentor_debaa91f,Денис Борисов,mentor,senior,Blockchain,Blockchain Developer,web3.js; hardhat; ethers.js; truffle; typescript; ethereum; nft; defi; rust; kubernetes,en,hybrid,10,True,5,True,0.2
mentor_db18c864,Виктория Петров,mentor,senior,Mobile,Mobile Architect,flutter; firebase; kotlin; swift; git; ui/ux; react native; rest api; python,en,online,7,False,0,False,0.0
mentor_58004c9c,Егор Соколов,mentor,senior,Data Science,ML Engineer,,en,online,6,True,8,False,0.0
mentor_c5640317,Ольга Макаров,mentor,lead,Blockchain,Solidity Developer,ethers.js; ethereum; truffle; rust; typescript; web3.js; smart contracts; python; defi; hardhat; nft; solidity; javascript,ru,,19,True,4,False,0.0
mentor_f5186d30,Григорий Соколов,mentor,middle,Blockchain,DeFi Developer,hardhat; defi; nft; smart contracts; truffle; rust; web3.js; typescript,en,hybrid,2,True,2,False,0.0
mentor_793a51c6,Людмила Кузнецов,mentor,senior,Mobile,Flutter Developer,,,,12,True,3,False,0.0
mentor_edc881a6,Арсений Захаров,mentor,senior,Blockchain,Blockchain Developer,defi; web3.js; smart contracts; hardhat; ethereum; typescript; truffle; ethers.js; solidity; python; rust,en,online,5,False,0,False,0.0
mentor_28d7af93,Вера Лебедев,mentor,lead,Product Analytics,CRM Analyst,google analytics; excel; tableau; mixpanel; a/b testing; power bi; amplitude; statistics; looker; sql; network security,ru,hybrid,15,True,2,False,0.0
mentor_f63a4dd3,Дмитрий Павлов,mentor,senior,Product Analytics,CRM Analyst,sql; statistics; python; amplitude; google analytics; a/b testing; power bi; jira,ru,,6,True,1,False,0.0
mentor_0422d7c0,Валерия Новиков,mentor,middle,Game Development,Gameplay Programmer,unity; git; python; lua; blender; physics simulation,,,6,True,6,False,0.0
mentor_967065c8,Антон Андреев,mentor,senior,Blockchain,DeFi Developer,typescript; solidity; web3.js; truffle; rust; ethers.js; hardhat,ru,online,7,True,4,True,0.2
mentor_1fff5d0a,Тамара Иванов,mentor,senior,DevOps,Platform Engineer,,,,12,True,5,False,0.0
mentor_d08343c4,Алексей Орлов,mentor,senior,Frontend,Angular Developer,,en,offline,7,True,1,False,0.0
mentor_bff204d6,Алина Михайлов,mentor,middle,DevOps,Platform Engineer,kubernetes; docker; aws; grafana; bash; prometheus; api testing,ru+en,,3,True,6,False,0.0
mentor_27333284,Вера Попов,mentor,middle,Game Development,Game Developer,opengl; physics simulation; c++; lua; python; git; blender; game design; unreal engine; tensorflow,en,online,4,True,4,False,0.0
mentor_efe59c42,Андрей Козлов,mentor,senior,Backend,API Developer,java; mongodb; node.js; postgresql; kubernetes; microservices; redis; python; sql,ru,online,5,True,5,False,0.0
mentor_b3b6605b,Юлия Семёнов,mentor,lead,Cybersecurity,Malware Analyst,,,,17,True,5,False,0.0
mentor_5252db27,Татьяна Соколов,mentor,middle,Data Science,ML Engineer,pandas; pytorch; mlflow; python; spark; numpy; sql; scikit-learn,en,hybrid,5,False,0,False,0.0
mentor_d8d7ae08,Тимур Борисов,mentor,senior,Product Analytics,Product Analyst,tableau; excel; a/b testing; python; amplitude; google analytics; power bi; looker; statistics; sql; angular,ru,hybrid,11,True,2,False,0.0
mentor_2f26a35f,Алина Смирнов,mentor,senior,Backend,Backend Developer,redis; mongodb; kubernetes; rest api; java; grpc; postgresql; node.js; postman,,,6,False,0,False,0.0
mentor_beaf233e,Юлия Соколов,mentor,lead,Backend,Database Engineer,sql; node.js; postgresql; redis; docker; mongodb; python; kafka; microservices; go; grpc; rest api,ru,hybrid,15,True,3,False,0.0
mentor_e2c2f93b,Ирина Соколов,mentor,senior,Backend,Systems Architect,microservices; grpc; mongodb; kafka; postgresql; docker; python; rest api; node.js; kubernetes; game design,ru,online,6,True,1,False,0.0
mentor_b86a3e70,Иван Морозов,mentor,middle,Data Science,BI Analyst,mlflow; docker; python; pandas; spark; kafka; sql; statistics,ru,online,4,True,6,False,0.0
mentor_7d6d74d2,Антон Орлов,mentor,middle,Mobile,iOS Developer,kotlin; objective-c; rest api; android studio; swift; git; java,ru,hybrid,5,True,2,False,0.0
mentor_3ab2e70e,Людмила Никитин,mentor,senior,Backend,Python Developer,node.js; kubernetes; go; rest api; grpc; python; docker; java; redis; microservices; kafka; sql; bash,ru+en,offline,10,True,2,False,0.0
mentor_ec1d294b,Вера Соловьёв,mentor,middle,Product Analytics,Web Analyst,,ru,online,4,True,3,False,0.0
mentor_dc17d931,Екатерина Андреев,mentor,senior,DevOps,Platform Engineer,,,online,5,True,2,False,0.0
mentor_ef78a139,Михаил Алексеев,mentor,middle,Product Analytics,Web Analyst,amplitude; mixpanel; python; google analytics; tableau,,,4,True,2,False,0.0
mentor_89db1286,Мария Кузнецов,mentor,middle,Product Analytics,A/B Test Specialist,,,online,4,False,0,True,0.07
mentor_3d05eea5,Алексей Николаев,mentor,senior,Blockchain,DeFi Developer,rust; ethers.js; defi; web3.js; python; truffle; hardhat; html,ru,hybrid,11,True,5,False,0.0
mentor_6026b9dd,Арсений Орлов,mentor,lead,Cybersecurity,SOC Analyst,penetration testing; network security; linux; nmap; wireshark; burp suite; metasploit; owasp; python; siem; cryptography; smart contracts,ru,online,10,True,3,True,0.14
mentor_a3c8bbbd,Роман Морозов,mentor,middle,Blockchain,Solidity Developer,solidity; truffle; ethereum; nft; python; rust; defi; ethers.js,ru,offline,6,False,0,False,0.0
mentor_3bd908c9,Полина Кузнецов,mentor,senior,Cybersecurity,Penetration Tester,python; wireshark; cryptography; network security; owasp; burp suite; linux,ru,offline,7,False,0,False,0.0
mentor_c316bb3c,Екатерина Семёнов,mentor,senior,Cybersecurity,SOC Analyst,network security; penetration testing; linux; owasp; burp suite; python; siem; cryptography; metasploit; tableau,ru,online,9,True,6,False,0.0
mentor_b8c21f48,Ирина Николаев,mentor,middle,Backend,Software Engineer,sql; grpc; redis; postgresql; docker; kubernetes; mongodb; kafka; rest api,ru,online,5,True,1,False,0.0
mentor_1b5a3c7b,Сергей Алексеев,mentor,lead,Cybersecurity,Security Engineer,cryptography; wireshark; metasploit; penetration testing; burp suite; linux; nmap; python; owasp; siem,ru+en,online,18,True,8,False,0.0
mentor_2fac81ef,Надежда Павлов,mentor,senior,Mobile,Flutter Developer,java; ui/ux; git; react native; xcode; kotlin; objective-c; swift; firebase; android studio; rest api; flutter,ru,online,5,True,5,False,0.0
mentor_970c930b,Ксения Новиков,mentor,senior,DevOps,SRE,gcp; terraform; helm; kubernetes; jenkins; prometheus; azure,en,online,5,True,6,False,0.0
mentor_bce9c98b,Денис Смирнов,mentor,lead,Data Science,ML Engineer,spark; mlflow; docker; kafka; scikit-learn; numpy; python; pytorch; statistics; pandas,ru,offline,14,True,8,False,0.0
mentor_ded2f4a5,Алина Лебедев,mentor,senior,QA,Test Automation Engineer,allure; selenium; jira; api testing; jmeter; sql; git; appium; pytest; test planning; postman; python,en,hybrid,7,True,2,False,0.0
mentor_5356ff1f,Мария Захаров,mentor,senior,Backend,API Developer,java; docker; python; sql; kubernetes; redis; node.js; kafka; microservices; gcp,ru+en,online,12,True,2,True,0.16
mentor_e1ffe4b2,Сергей Алексеев,mentor,middle,Data Science,Data Scientist,sql; statistics; pytorch; R; airflow; python,ru+en,online,4,True,1,False,0.0
mentor_97398d2f,Артём Семёнов,mentor,middle,Game Development,Gameplay Programmer,opengl; c++; blender; game design; unreal engine; lua; physics simulation; c#; microservices,en,offline,4,False,0,False,0.0
mentor_693059e0,Алина Попов,mentor,lead,Game Development,Gameplay Programmer,unity; c++; unreal engine; git; game design; physics simulation; lua; python; blender,en,online,9,True,6,False,0.0
mentor_82b5cd8e,Юлия Новиков,mentor,senior,Game Development,Unreal Engine Developer,blender; game design; python; physics simulation; unity; git; c#; c++; opengl; unreal engine; jira,,hybrid,11,True,3,False,0.0
mentor_55205504,Татьяна Павлов,mentor,middle,Game Development,Unreal Engine Developer,git; c#; blender; c++; lua,,online,4,True,8,False,0.0
mentor_09685128,Вера Борисов,mentor,middle,Backend,Backend Developer,grpc; rest api; java; kubernetes; microservices; kafka; redis,ru,online,2,True,3,False,0.0
mentor_565618f7,Вера Орлов,mentor,senior,Frontend,UI Developer,next.js; vite; javascript; typescript; figma; css; angular; tailwind; graphql; vue,ru+en,offline,7,True,3,False,0.0
mentor_f5e0f8ab,Валерия Васильев,mentor,senior,Frontend,Frontend Developer,react; graphql; next.js; tailwind; angular; vite; css,ru,offline,12,True,5,False,0.0
mentor_959d1866,Михаил Макаров,mentor,lead,Blockchain,Web3 Engineer,web3.js; nft; rust; solidity; ethers.js; ethereum; truffle; hardhat; defi; python; smart contracts,ru,,19,True,8,False,0.0
mentor_d2d40667,Михаил Орлов,mentor,senior,QA,SDET,postman; selenium; jira; python; pytest; git; test planning; appium; jmeter,,,9,True,4,False,0.0
mentor_2fe5d7f0,Денис Борисов,mentor,middle,Game Development,Game Designer,unreal engine; unity; c#; c++; lua,,offline,3,True,3,False,0.0
mentor_2f9ccd53,Арсений Соловьёв,mentor,senior,Frontend,Angular Developer,graphql; vue; figma; next.js; webpack; react; angular,ru,offline,5,True,4,False,0.0
mentor_2f06e475,Елена Новиков,mentor,middle,Frontend,Angular Developer,figma; vue; javascript; css; angular,en,hybrid,2,False,0,False,0.0
mentor_a2890746,Анна Новиков,mentor,senior,Cybersecurity,Incident Response Analyst,linux; python; metasploit; wireshark; burp suite; penetration testing; siem; owasp,ru,,9,True,1,False,0.0
mentor_d6084a58,Ирина Алексеев,mentor,middle,Mobile,React Native Developer,android studio; firebase; kotlin; xcode; flutter; java; react native; objective-c; swift,ru,offline,6,False,0,False,0.0
mentor_de61361c,Арсений Николаев,mentor,middle,Data Science,Research Scientist,mlflow; sql; pandas; pytorch; spark; tensorflow,en,online,3,True,5,True,0.14
